legajo;estado_civil;carrera;carrera_grado;sede;anio_ingreso;horas_trabajadas;masculino;femenino;edad_ingreso;colegio_publico;argentino;activo_primer_anio;activo_segundo_anio;estado;promedio_1er_anio;anios_en_unlu;aprobadas_1er_anio;anios_cursados;c_promociones_1er_anio;c_libres_1er_anio;c_regulares_1er_anio;c_ausentes_1er_anio;c_noausentes_1er_anio;cursadas_ap_1er_anio;cursadas_1er_anio;cambio_universidad;cambio_carrera;progresar_2016;fracaso_academico;activo_2017
8191;SOLTERO/A;LICENCIATURA EN TRABAJO SOCIAL;1;C.R. CAMPANA;2015;8;0;1;44;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;0;0;4;1;0;5;0;0;0;0;0
8192;CASADO/A;LIC. EN COMERCIO INTERNACIONAL;1;C.R. CAMPANA;2015;40;1;0;41;1;1;1;0;LIBRE;-;1;0;1;0;0;0;3;0;0;3;0;0;0;0;0
8193;SOLTERO/A;LIC. EN COMERCIO INTERNACIONAL;1;C.R. CAMPANA;2015;0;0;1;19;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;0;0;4;0;0;4;0;0;0;0;0
8194;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;SEDE LUJAN;2015;30;0;1;21;0;1;1;1;REGULAR;7,5;3;2;3;2;0;0;4;2;2;6;0;0;1;0;1
8195;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. CAMPANA;2015;45;1;0;23;1;1;1;1;REGULAR;-;3;0;3;0;1;0;3;1;0;4;0;0;0;0;1
8196;SOLTERO/A;CONTADOR PUBLICO;1;C.R. CAMPANA;2015;42;1;0;19;1;1;1;1;REGULAR;3;3;2;3;0;2;3;0;5;3;5;0;0;0;0;1
8197;SOLTERO/A;LICENCIATURA EN TRABAJO SOCIAL;1;C.R. CAMPANA;2015;40;0;1;27;1;1;1;0;LIBRE/INHABILITADO;7,00;1;1;1;1;0;1;4;3;2;7;0;0;0;0;0
8198;SOLTERO/A;LIC. EN COMERCIO INTERNACIONAL;1;C.R. CAMPANA;2015;0;0;1;18;0;1;1;0;LIBRE/INHABILITADO;9,00;1;1;1;1;1;0;3;2;1;5;0;0;0;0;0
8199;SOLTERO/A;LIC. EN COMERCIO INTERNACIONAL;1;C.R. CAMPANA;2015;0;1;0;20;0;1;1;1;REGULAR;5,71;3;6;3;4;1;4;2;9;8;11;0;0;0;0;1
8200;CASADO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. CAMPANA;2015;8;0;1;24;1;1;1;0;LIBRE;-;1;0;1;0;0;0;4;0;0;4;0;0;0;0;0
8201;SOLTERO/A;LIC. EN COMERCIO INTERNACIONAL;1;C.R. CAMPANA;2015;45;1;0;29;1;1;1;0;LIBRE;7;1;1;1;1;0;1;5;2;2;7;0;0;0;0;0
8202;SOLTERO/A;CONTADOR PUBLICO;1;C.R. CAMPANA;2015;0;0;1;21;1;1;1;1;REGULAR;7;3;5;3;3;1;4;0;8;7;8;0;0;0;0;1
8203;SOLTERO/A;LIC. EN COMERCIO INTERNACIONAL;1;C.R. CAMPANA;2015;0;0;1;18;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;1;0;2;1;0;3;0;0;0;0;0
8204;SOLTERO/A;LIC. EN COMERCIO INTERNACIONAL;1;C.R. CAMPANA;2015;0;0;1;18;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;1;0;2;1;0;3;0;0;0;0;0
8205;SOLTERO/A;CONTADOR PUBLICO;1;C.R. CAMPANA;2015;28;0;1;21;1;1;1;1;LIBRE;7;2;1;2;1;2;1;3;4;2;7;0;0;0;0;0
8206;SOLTERO/A;LIC. EN COMERCIO INTERNACIONAL;1;C.R. CAMPANA;2015;40;1;0;31;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;0;0;4;0;0;4;0;0;0;0;0
8207;SOLTERO/A;LIC. EN INFORMACION AMBIENTAL;1;C.R. CAMPANA;2015;45;1;0;32;1;1;1;1;LIBRE;-;2;0;2;0;1;0;2;1;0;3;0;0;0;0;0
8208;SOLTERO/A;LIC. EN COMERCIO INTERNACIONAL;1;C.R. CAMPANA;2015;0;0;1;18;0;1;1;1;REGULAR;7,5;3;2;3;2;4;1;3;7;3;10;0;0;0;0;1
8209;SOLTERO/A;INGENIERIA INDUSTRIAL;1;SEDE LUJAN;2015;48;1;0;18;1;0;1;0;LIBRE/INHABILITADO;-;1;0;1;0;0;0;2;0;0;2;0;0;0;0;0
8210;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. CAMPANA;2015;5;1;0;21;1;1;1;0;LIBRE/INHABILITADO;8,00;1;1;1;1;1;2;3;4;3;7;0;0;0;0;0
8211;DIVORCIADO/A;LICENCIATURA EN TRABAJO SOCIAL;1;C.R. CAMPANA;2015;29;0;1;41;1;1;1;1;REGULAR;-;3;0;3;0;0;2;2;3;2;5;0;0;0;0;1
8212;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. CAMPANA;2015;0;0;1;17;0;1;1;0;LIBRE;4,6;1;3;1;1;1;4;3;6;5;9;0;0;0;0;0
8213;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. CAMPANA;2015;45;1;0;30;0;1;1;1;REGULAR;7;3;3;3;3;1;1;0;5;4;5;0;0;0;0;1
8214;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. CAMPANA;2015;9;0;1;29;0;1;1;0;LIBRE;-;1;0;1;0;0;0;3;0;0;3;0;0;0;0;0
8215;SOLTERO/A;LIC. EN COMERCIO INTERNACIONAL;1;C.R. CAMPANA;2015;24;1;0;20;1;1;1;1;REGULAR;3,6;3;2;3;1;3;1;2;5;2;7;0;0;0;0;1
8216;SOLTERO/A;LIC. EN COMERCIO INTERNACIONAL;1;C.R. CAMPANA;2015;24;1;0;20;1;1;1;1;REGULAR;4;3;3;3;2;2;1;2;5;3;7;0;0;0;0;1
8217;SOLTERO/A;LICENCIATURA EN TRABAJO SOCIAL;1;C.R. CAMPANA;2015;48;0;1;35;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;0;0;5;0;0;5;0;1;0;0;0
8218;SOLTERO/A;CONTADOR PUBLICO;1;C.R. CAMPANA;2015;0;0;1;19;0;1;1;1;LIBRE;4,5;2;1;2;1;2;2;1;5;3;6;0;0;0;0;0
8219;SOLTERO/A;LICENCIATURA EN TRABAJO SOCIAL;1;C.R. CAMPANA;2015;0;0;1;18;1;1;1;1;REGULAR;7,5;3;4;3;4;2;3;3;10;7;13;0;0;0;0;1
8220;SOLTERO/A;LIC. EN COMERCIO INTERNACIONAL;1;C.R. CAMPANA;2015;0;0;1;18;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;0;0;4;0;0;4;0;0;0;0;0
8221;SOLTERO/A;CONTADOR PUBLICO;1;C.R. CHIVILCOY;2015;0;1;0;19;0;1;1;1;LIBRE;3;2;1;2;0;4;2;0;6;2;6;1;0;1;1;0
8222;UNIDO/A;LIC. EN EDUCACION FISICA (CICLO DE LICENCIATURA);1;D.A. S.FERNANDO;2015;40;1;0;38;1;1;1;1;LIBRE;7,5;2;4;2;4;0;0;2;4;4;6;0;0;0;0;0
8223;SOLTERO/A;LICENCIATURA EN TRABAJO SOCIAL;1;SEDE LUJAN;2015;0;0;1;17;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;3;1;1;5;1;6;0;0;0;0;0
8224;SOLTERO/A;LIC. EN EDUCACION FISICA (CICLO DE LICENCIATURA);1;D.A. S.FERNANDO;2015;30;1;0;25;1;1;1;0;LIBRE;-;1;0;1;0;4;0;0;4;0;4;0;0;0;1;0
8225;SOLTERO/A;LIC. EN EDUCACION FISICA (CICLO DE LICENCIATURA);1;D.A. S.FERNANDO;2015;20;1;0;25;1;1;1;0;LIBRE;-;1;0;1;0;1;0;3;1;0;4;0;0;0;0;0
8226;SOLTERO/A;PROFESORADO EN GEOGRAFIA;1;SEDE LUJAN;2015;43;1;0;28;0;1;1;0;LIBRE;7;1;1;1;1;3;0;2;4;1;6;0;0;0;0;0
8227;SOLTERO/A;PROF.EN ENSE¥ANZA MEDIA DE ADULTOS(CICLO PROF);1;C.R. SAN MIGUEL;2015;25;0;1;33;1;1;0;0;LIBRE;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8228;SOLTERO/A;LIC. EN COMERCIO INTERNACIONAL;1;C.R. CAMPANA;2015;0;0;1;18;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;3;0;7;3;0;10;0;0;0;0;0
8229;SOLTERO/A;LIC. EN COMERCIO INTERNACIONAL;1;C.R. CAMPANA;2015;16;0;1;32;0;1;1;0;LIBRE;-;1;0;1;0;0;0;4;0;0;4;0;0;0;0;0
8230;SOLTERO/A;LIC. EN COMERCIO INTERNACIONAL;1;C.R. CAMPANA;2015;25;0;1;24;0;1;1;0;LIBRE;-;1;0;1;0;2;0;2;2;0;4;0;0;0;0;0
8231;SOLTERO/A;LICENCIATURA EN TRABAJO SOCIAL;1;C.R. CAMPANA;2015;54;1;0;23;1;1;1;1;REGULAR;3;3;1;3;0;1;2;1;4;2;5;0;0;0;0;1
8232;SOLTERO/A;LIC. EN INFORMACION AMBIENTAL;1;C.R. CAMPANA;2015;45;0;1;27;1;1;1;1;REGULAR;7;3;6;3;3;1;2;2;6;5;8;0;0;0;0;1
8233;CASADO/A;LICENCIATURA EN TRABAJO SOCIAL;1;C.R. CAMPANA;2015;8;0;1;50;1;1;1;0;LIBRE;8;1;1;1;1;1;0;4;3;1;7;0;0;0;0;0
8234;SOLTERO/A;LIC. EN COMERCIO INTERNACIONAL;1;C.R. CAMPANA;2015;40;1;0;26;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;1;0;3;1;0;4;0;0;0;0;0
8235;SOLTERO/A;LIC. EN COMERCIO INTERNACIONAL;1;C.R. CAMPANA;2015;56;1;0;24;1;1;1;0;LIBRE;-;1;0;1;0;1;0;2;1;0;3;0;0;0;0;0
8236;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. CAMPANA;2015;45;0;1;21;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;0;0;3;0;0;3;0;0;0;0;0
8237;SOLTERO/A;LIC. EN COMERCIO INTERNACIONAL;1;C.R. CAMPANA;2015;8;1;0;20;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;2;0;2;2;0;4;0;0;0;0;0
8238;SOLTERO/A;LICENCIATURA EN TRABAJO SOCIAL;1;C.R. CAMPANA;2015;8;0;1;23;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;2;1;1;4;1;5;0;0;0;0;0
8239;SOLTERO/A;LIC. EN COMERCIO INTERNACIONAL;1;C.R. CAMPANA;2015;0;0;1;18;0;1;1;0;LIBRE;-;1;0;1;0;1;0;3;1;0;4;0;0;0;0;0
8240;SOLTERO/A;CONTADOR PUBLICO;1;C.R. CAMPANA;2015;48;1;0;32;1;1;1;1;LIBRE/INHABILITADO;-;2;0;2;0;2;0;2;2;0;4;0;1;0;0;0
8241;SOLTERO/A;LIC.EN SISTEMAS DE INFORMACION;1;SEDE LUJAN;2015;0;1;0;19;0;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;2;0;3;2;0;5;0;0;1;0;0
8242;CASADO/A;PROF.EN ENSE¥ANZA MEDIA DE ADULTOS(CICLO PROF);1;C.R. SAN MIGUEL;2015;18;0;1;52;1;1;0;0;LIBRE;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8243;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. CAMPANA;2015;8;0;1;32;1;1;1;1;LIBRE/INHABILITADO;-;2;0;2;0;1;0;3;1;0;4;0;0;0;0;0
8244;SOLTERO/A;LIC. EN COMERCIO INTERNACIONAL;1;C.R. CAMPANA;2015;0;0;1;18;1;1;1;0;LIBRE/INHABILITADO;7,00;1;1;1;1;3;0;1;4;1;5;0;0;0;1;0
8245;SOLTERO/A;CONTADOR PUBLICO;1;C.R. CAMPANA;2015;0;0;1;18;1;1;1;1;REGULAR;9;3;1;3;1;2;3;3;6;4;9;0;0;1;0;1
8246;SOLTERO/A;LIC. EN COMERCIO INTERNACIONAL;1;C.R. CAMPANA;2015;0;0;1;20;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;3;0;3;3;0;6;0;0;1;0;0
8247;SOLTERO/A;LIC. EN COMERCIO INTERNACIONAL;1;C.R. CAMPANA;2015;0;0;1;17;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;3;1;1;4;1;5;0;0;0;1;0
8248;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. CAMPANA;2015;20;1;0;43;0;1;1;0;LIBRE;-;1;0;1;0;0;0;4;0;0;4;0;0;0;0;0
8249;SOLTERO/A;LIC. EN EDUCACION FISICA (CICLO DE LICENCIATURA);1;D.A. S.FERNANDO;2015;30;1;0;49;1;1;1;0;LIBRE;-;1;0;1;0;1;1;4;2;1;6;0;0;0;0;0
8250;SOLTERO/A;CONTADOR PUBLICO;1;C.R. CAMPANA;2015;40;0;1;25;1;1;1;0;LIBRE/INHABILITADO;7,00;1;1;1;1;1;0;3;2;1;5;0;0;0;0;0
8251;SOLTERO/A;LIC. EN COMERCIO INTERNACIONAL;1;C.R. CAMPANA;2015;0;0;1;19;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;3;1;1;4;1;5;0;0;0;1;0
8252;UNIDO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. CAMPANA;2015;44;1;0;21;1;1;1;0;LIBRE/INHABILITADO;9,00;1;1;1;1;3;0;0;4;1;4;0;0;0;1;0
8253;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. CAMPANA;2015;0;0;1;19;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;1;0;4;1;0;5;0;0;0;0;0
8254;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. CAMPANA;2015;0;0;1;19;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;1;0;4;1;0;5;0;0;0;0;0
8255;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. CAMPANA;2015;9;1;0;40;0;1;1;0;LIBRE;9;1;1;1;1;1;0;3;2;1;5;0;0;0;0;0
8256;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. CAMPANA;2015;0;0;1;18;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;1;0;4;1;0;5;0;0;0;0;0
8257;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. CAMPANA;2015;0;0;1;17;1;1;1;1;LIBRE;7;2;1;2;1;5;0;3;7;1;10;0;1;1;0;0
8258;SOLTERO/A;CONTADOR PUBLICO;1;C.R. CAMPANA;2015;0;0;1;18;0;1;1;1;LIBRE;6,67;2;6;2;2;1;4;1;7;6;8;1;0;0;0;0
8259;SOLTERO/A;PROFESORADO EN GEOGRAFIA;1;C.R. SAN MIGUEL;2015;0;0;1;17;1;1;1;1;LIBRE/INHABILITADO;7,00;2;1;2;1;2;1;4;4;2;8;0;0;1;0;0
8260;SOLTERO/A;LICENCIATURA EN TRABAJO SOCIAL;1;C.R. SAN MIGUEL;2015;0;0;1;20;0;1;1;1;REGULAR;-;3;0;3;0;2;0;5;3;0;8;0;0;0;0;1
8261;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. SAN MIGUEL;2015;30;0;1;23;0;1;1;1;REGULAR;6,4;3;4;3;1;1;3;1;5;4;6;0;0;0;0;1
8262;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. SAN MIGUEL;2015;36;0;1;20;0;1;1;1;REGULAR;9,5;3;2;3;2;0;0;5;2;2;7;0;0;0;0;1
8263;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. SAN MIGUEL;2015;5;1;0;26;1;1;1;1;LIBRE;8;2;2;2;2;0;1;4;3;3;7;0;0;0;0;0
8264;SOLTERO/A;LIC. EN COMERCIO INTERNACIONAL;1;C.R. CAMPANA;2015;0;0;1;18;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;2;1;4;3;1;7;0;0;0;0;0
8265;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. SAN MIGUEL;2015;54;1;0;25;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;2;0;2;2;0;4;0;0;0;0;0
8266;SOLTERO/A;CONTADOR PUBLICO;1;C.R. CAMPANA;2015;48;1;0;21;1;1;1;0;REGULAR;7;3;2;3;2;1;0;6;3;2;9;0;0;0;0;1
8267;SOLTERO/A;LICENCIATURA EN TRABAJO SOCIAL;1;C.R. SAN MIGUEL;2015;0;0;1;18;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;2;2;4;5;2;9;0;0;1;0;0
8268;SOLTERO/A;CONTADOR PUBLICO;1;C.R. CAMPANA;2015;40;1;0;21;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;1;0;5;1;0;6;0;0;0;0;0
8269;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. SAN MIGUEL;2015;6;1;0;24;0;1;1;1;REGULAR;6;3;1;3;0;1;1;3;2;1;5;0;0;0;0;1
8270;SOLTERO/A;LICENCIATURA EN TRABAJO SOCIAL;1;C.R. SAN MIGUEL;2015;48;0;1;36;1;1;1;1;LIBRE;5,33;2;2;2;2;0;3;1;6;5;7;0;0;0;0;0
8271;SOLTERO/A;LICENCIATURA EN CS. DE LA EDUCACION;1;C.R. SAN MIGUEL;2015;35;0;1;34;1;1;1;1;REGULAR;7,5;3;2;3;1;0;2;0;3;3;3;0;0;0;0;1
8272;SOLTERO/A;CONTADOR PUBLICO;1;C.R. SAN MIGUEL;2015;0;0;1;18;0;1;1;1;REGULAR;6,44;3;8;3;5;1;3;0;9;8;9;0;0;0;0;1
8273;SOLTERO/A;CONTADOR PUBLICO;1;C.R. CAMPANA;2015;0;0;1;18;0;1;1;1;REGULAR;5,29;3;6;3;3;1;4;0;8;7;8;0;0;0;0;1
8274;SOLTERO/A;LICENCIATURA EN TRABAJO SOCIAL;1;C.R. CAMPANA;2015;24;0;1;19;1;1;1;0;LIBRE;4,5;1;1;1;1;1;2;7;5;3;12;0;0;0;0;0
8275;SOLTERO/A;LICENCIATURA EN CS. DE LA EDUCACION;1;C.R. SAN MIGUEL;2015;0;0;1;21;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0
8276;SOLTERO/A;LICENCIATURA EN TRABAJO SOCIAL;1;C.R. SAN MIGUEL;2015;48;1;0;32;1;1;1;1;REGULAR;7;3;2;3;2;1;0;5;4;2;9;0;0;0;0;1
8277;SOLTERO/A;LICENCIATURA EN TRABAJO SOCIAL;1;C.R. SAN MIGUEL;2015;6;0;1;28;0;1;1;0;LIBRE/INHABILITADO;7,00;1;1;1;1;0;0;1;2;1;3;0;0;0;0;0
8278;UNIDO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. SAN MIGUEL;2015;45;1;0;31;1;1;1;0;LIBRE;-;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0
8279;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. SAN MIGUEL;2015;8;0;1;18;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;3;1;3;4;1;7;0;0;1;0;0
8280;SOLTERO/A;LICENCIATURA EN TRABAJO SOCIAL;1;C.R. SAN MIGUEL;2015;0;0;1;19;1;1;1;1;LIBRE;4;2;1;2;0;2;2;3;5;2;8;0;0;1;0;0
8281;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. SAN MIGUEL;2015;0;1;0;20;1;1;1;1;REGULAR;6,5;3;6;3;3;2;3;0;8;6;8;0;0;1;0;1
8282;SOLTERO/A;LICENCIATURA EN TRABAJO SOCIAL;1;C.R. SAN MIGUEL;2015;54;1;0;27;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;2;0;2;3;0;5;0;0;0;0;0
8283;SOLTERO/A;CONTADOR PUBLICO;1;C.R. SAN MIGUEL;2015;35;0;1;29;1;1;1;1;LIBRE;4,33;2;2;2;0;2;2;2;4;2;6;0;0;0;0;0
8284;SOLTERO/A;LICENCIATURA EN CS. DE LA EDUCACION;1;C.R. SAN MIGUEL;2015;8;1;0;31;1;1;1;1;LIBRE;8;2;3;2;3;0;0;0;3;3;3;0;0;0;0;0
8285;SEPARADO/A;CONTADOR PUBLICO;1;C.R. SAN MIGUEL;2015;50;0;1;44;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;2;1;2;3;1;5;0;0;0;0;0
8286;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. SAN MIGUEL;2015;8;0;1;24;0;1;1;0;LIBRE;-;1;0;1;0;0;0;2;0;0;2;0;0;0;0;0
8287;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. SAN MIGUEL;2015;48;1;0;36;1;1;1;1;REGULAR;6,5;3;4;3;3;1;1;0;5;4;5;0;0;0;0;1
8288;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. SAN MIGUEL;2015;0;1;0;22;0;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;1;1;2;2;1;4;0;0;0;0;0
8289;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. SAN MIGUEL;2015;8;1;0;22;1;1;1;0;LIBRE/INHABILITADO;7,00;1;1;1;1;1;0;4;2;1;6;0;0;0;0;0
8290;SOLTERO/A;CONTADOR PUBLICO;1;C.R. SAN MIGUEL;2015;48;0;1;21;0;1;1;1;REGULAR;-;3;0;3;0;2;0;1;2;0;3;0;0;0;1;1
8291;CASADO/A;LICENCIATURA EN CS. DE LA EDUCACION;1;C.R. SAN MIGUEL;2015;39;0;1;37;1;1;1;1;REGULAR;5,67;3;2;3;2;0;2;1;4;4;5;0;0;0;0;1
8292;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. SAN MIGUEL;2015;0;0;1;21;0;1;1;1;LIBRE/INHABILITADO;5,50;2;2;2;1;5;2;0;8;3;8;0;0;1;1;0
8293;SOLTERO/A;LICENCIATURA EN TRABAJO SOCIAL;1;C.R. SAN MIGUEL;2015;50;0;1;29;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;1;0;2;2;0;4;0;0;0;0;0
8294;DIVORCIADO/A;CONTADOR PUBLICO;1;C.R. SAN MIGUEL;2015;0;0;1;30;0;1;1;1;REGULAR;7,25;3;4;3;4;1;1;3;6;5;9;0;0;0;0;1
8295;CASADO/A;LICENCIATURA EN TRABAJO SOCIAL;1;C.R. SAN MIGUEL;2015;30;0;1;44;1;1;1;0;LIBRE;-;1;0;1;0;0;0;8;1;0;9;0;0;0;0;0
8296;SOLTERO/A;LICENCIATURA EN CS. DE LA EDUCACION;1;C.R. SAN MIGUEL;2015;10;0;1;28;0;1;1;0;LIBRE;-;1;0;1;0;1;0;3;1;0;4;0;0;0;0;0
8297;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. SAN MIGUEL;2015;54;0;1;22;0;1;1;0;REGULAR;-;1;0;1;0;2;0;2;2;0;4;0;0;0;0;0
8298;CASADO/A;PROFESORADO EN GEOGRAFIA;1;C.R. SAN MIGUEL;2015;44;1;0;32;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0
8299;SOLTERO/A;CONTADOR PUBLICO;1;C.R. SAN MIGUEL;2015;0;0;1;19;0;1;1;1;REGULAR;6,33;3;3;3;2;1;1;1;4;3;5;0;0;0;0;1
8300;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. CAMPANA;2015;0;0;1;18;1;1;1;0;LIBRE/INHABILITADO;2,00;1;0;1;0;3;2;2;5;2;7;0;0;1;0;0
8301;SOLTERO/A;CONTADOR PUBLICO;1;C.R. SAN MIGUEL;2015;40;1;0;42;1;1;1;1;REGULAR;7;3;1;3;0;1;1;2;2;1;4;0;0;0;0;1
8302;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. SAN MIGUEL;2015;0;0;1;20;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;0;0;2;0;0;2;0;0;0;0;0
8303;SOLTERO/A;LICENCIATURA EN TRABAJO SOCIAL;1;C.R. SAN MIGUEL;2015;50;0;1;26;1;1;1;1;REGULAR;7,5;3;2;3;1;1;1;0;4;2;4;0;0;0;0;1
8304;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. SAN MIGUEL;2015;0;0;1;31;1;1;1;1;LIBRE;-;2;0;2;0;0;3;2;3;3;5;0;0;0;0;0
8305;SOLTERO/A;LICENCIATURA EN CS. DE LA EDUCACION;1;C.R. SAN MIGUEL;2015;45;0;1;26;0;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;0;0;4;0;0;4;0;0;0;0;0
8306;CASADO/A;LICENCIATURA EN CS. DE LA EDUCACION;1;C.R. SAN MIGUEL;2015;45;0;1;29;0;1;1;1;LIBRE;-;2;0;2;0;0;0;4;0;0;4;0;0;0;0;0
8307;SOLTERO/A;LICENCIATURA EN TRABAJO SOCIAL;1;C.R. SAN MIGUEL;2015;0;0;1;17;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;1;0;6;2;0;8;0;0;0;0;0
8308;CASADO/A;LICENCIATURA EN CS. DE LA EDUCACION;1;C.R. SAN MIGUEL;2015;30;0;1;36;1;1;1;0;LIBRE;-;1;0;1;0;0;0;2;0;0;2;0;0;0;0;0
8309;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. SAN MIGUEL;2015;0;0;1;18;0;1;1;1;REGULAR;4,67;3;2;3;0;2;6;0;8;6;8;0;0;1;0;1
8310;SOLTERO/A;LICENCIATURA EN TRABAJO SOCIAL;1;C.R. SAN MIGUEL;2015;48;0;1;32;1;1;1;0;REGULAR;-;3;0;3;0;0;0;4;1;0;5;0;0;0;0;1
8311;CASADO/A;PROFESORADO EN GEOGRAFIA;1;C.R. SAN MIGUEL;2015;40;0;1;25;0;1;1;1;REGULAR;6,33;3;3;3;1;0;1;1;2;2;3;0;0;0;0;1
8312;SOLTERO/A;LICENCIATURA EN TRABAJO SOCIAL;1;C.R. SAN MIGUEL;2015;0;0;1;20;1;1;1;1;REGULAR;8;3;2;3;2;2;1;5;6;3;11;0;0;1;0;1
8313;SOLTERO/A;LICENCIATURA EN TRABAJO SOCIAL;1;C.R. SAN MIGUEL;2015;0;0;1;20;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;3;1;4;5;1;9;0;0;1;0;0
8314;SOLTERO/A;CONTADOR PUBLICO;1;C.R. SAN MIGUEL;2015;47;1;0;32;1;1;1;0;LIBRE;-;1;0;1;0;0;0;7;0;0;7;0;0;0;0;0
8315;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. SAN MIGUEL;2015;45;0;1;23;1;1;1;0;LIBRE;8;1;1;1;1;0;0;3;1;1;4;0;0;0;0;0
8316;SOLTERO/A;LICENCIATURA EN TRABAJO SOCIAL;1;C.R. SAN MIGUEL;2015;6;0;1;21;0;1;1;1;REGULAR;5;3;1;3;0;2;0;7;3;0;10;0;0;1;0;1
8317;SOLTERO/A;LICENCIATURA EN TRABAJO SOCIAL;1;C.R. SAN MIGUEL;2015;40;0;1;20;1;1;1;1;REGULAR;7;2;1;2;1;2;0;3;4;1;7;0;0;0;0;0
