,legajo,estado_civil,carrera,carrera_grado,sede,anio_ingreso,horas_trabajadas,masculino,femenino,edad_ingreso,colegio_publico,argentino,activo_primer_anio,activo_segundo_anio,estado,promedio_1er_anio,anios_en_unlu,aprobadas_1er_anio,anios_cursados,c_promociones_1er_anio,c_libres_1er_anio,c_regulares_1er_anio,c_ausentes_1er_anio,c_noausentes_1er_anio,cursadas_ap_1er_anio,cursadas_1er_anio,cambio_universidad,cambio_carrera,progresar_2016,fracaso_academico,activo_2017
7374,7374,CASADO/A,LICENCIATURA EN TRABAJO SOCIAL,1,C.R. CAMPANA,2015,10,0,1,41,1,1,1,0,LIBRE/INHABILITADO,8,1,1,1,1,3,1,0,6,2,6,0,0,0,0,0
7375,7375,SOLTERO/A,LICENCIATURA EN TRABAJO SOCIAL,1,C.R. CAMPANA,2015,8,0,1,33,1,1,1,0,LIBRE/INHABILITADO,-,1,0,1,0,1,2,2,4,2,6,0,0,0,0,0
7376,7376,SOLTERO/A,LICENCIATURA EN TRABAJO SOCIAL,1,C.R. CAMPANA,2015,20,0,1,25,1,1,1,0,LIBRE/INHABILITADO,-,1,0,1,0,1,1,3,3,1,6,0,0,0,0,0
7377,7377,SOLTERO/A,LICENCIATURA EN TRABAJO SOCIAL,1,C.R. CAMPANA,2015,0,0,1,22,1,1,1,1,REGULAR,7,3,4,3,4,1,2,1,8,6,9,0,0,1,0,1
7378,7378,SOLTERO/A,LICENCIATURA EN TRABAJO SOCIAL,1,C.R. CAMPANA,2015,0,0,1,19,0,1,1,1,REGULAR,7.5,3,2,3,2,1,4,1,8,6,9,0,0,0,0,1
7379,7379,SOLTERO/A,CONTADOR PUBLICO,1,C.R. CHIVILCOY,2015,0,0,1,18,1,1,1,1,REGULAR,5.14,3,5,3,2,0,6,0,8,8,8,0,0,0,0,1
7380,7380,SOLTERO/A,CONTADOR PUBLICO,1,C.R. CHIVILCOY,2015,35,0,1,29,1,1,1,0,LIBRE/INHABILITADO,8.5,1,2,1,2,0,0,4,2,2,6,0,0,0,0,0
7381,7381,SOLTERO/A,LICENCIATURA EN ENFERMERIA,1,SEDE LUJAN,2015,12,0,1,45,1,1,1,0,LIBRE/INHABILITADO,-,1,0,1,0,0,0,3,0,0,3,0,0,0,0,0
7382,7382,SOLTERO/A,LIC. EN EDUCACION FISICA (CICLO DE LICENCIATURA),1,D.A. S.FERNANDO,2015,20,1,0,22,1,1,1,0,LIBRE/INHABILITADO,-,1,0,1,0,4,0,0,4,0,4,0,0,0,1,0
7383,7383,SOLTERO/A,LIC. EN INFORMACION AMBIENTAL,1,C.R. CAMPANA,2015,8,1,0,20,1,1,1,0,LIBRE/INHABILITADO,-,1,0,1,0,2,0,3,2,0,5,0,0,0,0,0
7384,7384,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,C.R. CAMPANA,2015,48,1,0,24,1,1,1,0,LIBRE/INHABILITADO,8,1,1,1,1,1,0,3,2,1,5,0,0,0,0,0
7385,7385,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,C.R. CAMPANA,2015,25,0,1,21,1,1,1,0,LIBRE/INHABILITADO,-,1,0,1,0,2,2,4,4,2,8,0,0,0,0,0
7386,7386,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,C.R. CAMPANA,2015,40,0,1,22,1,1,1,0,LIBRE,7,1,1,1,1,2,0,0,3,1,3,0,0,0,1,0
7387,7387,SOLTERO/A,CONTADOR PUBLICO,1,C.R. CAMPANA,2015,21,0,1,21,1,1,1,1,LIBRE,5.33,2,2,2,1,1,4,2,6,5,8,0,0,0,0,0
7388,7388,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,C.R. CAMPANA,2015,10,0,1,21,0,1,1,0,LIBRE,8.5,1,2,1,2,3,2,2,7,4,9,0,0,0,0,0
7389,7389,SOLTERO/A,CONTADOR PUBLICO,1,C.R. CAMPANA,2015,0,1,0,20,1,1,1,0,LIBRE/INHABILITADO,-,1,0,1,0,0,0,4,0,0,4,0,0,0,0,0
7390,7390,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,C.R. CAMPANA,2015,0,1,0,20,1,1,1,0,LIBRE,3,1,1,1,1,4,4,1,9,5,10,0,0,0,0,0
7391,7391,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,C.R. CAMPANA,2015,0,1,0,19,0,1,1,1,REGULAR,5.5,3,3,3,2,1,4,1,7,6,8,0,0,1,0,1
7392,7392,SOLTERO/A,CONTADOR PUBLICO,1,C.R. CAMPANA,2015,46,0,1,19,0,1,1,1,REGULAR,10,3,1,3,1,1,3,4,5,4,9,0,0,0,0,1
7393,7393,SOLTERO/A,CONTADOR PUBLICO,1,C.R. CAMPANA,2015,29,1,0,19,1,1,1,1,REGULAR,7,3,5,3,4,1,2,0,7,6,7,0,0,0,0,1
7394,7394,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,C.R. CAMPANA,2015,0,0,1,19,0,1,1,0,LIBRE/INHABILITADO,-,1,0,1,0,3,0,1,3,0,4,0,0,0,1,0
7395,7395,SOLTERO/A,CONTADOR PUBLICO,1,C.R. CAMPANA,2015,0,1,0,18,1,1,1,0,LIBRE,4,1,4,1,2,3,3,0,8,5,8,0,0,0,0,0
7396,7396,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,C.R. CAMPANA,2015,0,1,0,18,0,1,1,0,LIBRE/INHABILITADO,7,1,1,1,1,1,1,1,3,2,4,0,0,0,0,0
7397,7397,SOLTERO/A,CONTADOR PUBLICO,1,C.R. CAMPANA,2015,0,1,0,18,0,1,1,1,REGULAR,6.13,3,7,3,6,0,2,0,8,8,8,0,0,0,0,1
7398,7398,SOLTERO/A,CONTADOR PUBLICO,1,C.R. CAMPANA,2015,0,0,1,18,0,1,1,1,REGULAR,8.88,3,8,3,8,0,0,0,8,8,8,0,0,0,0,1
7399,7399,SOLTERO/A,CONTADOR PUBLICO,1,C.R. CAMPANA,2015,0,1,0,17,0,1,1,1,REGULAR,8.5,3,8,3,8,0,0,0,8,8,8,0,0,0,0,1
7400,7400,SOLTERO/A,CONTADOR PUBLICO,1,C.R. CAMPANA,2015,24,0,1,23,1,1,1,0,LIBRE/INHABILITADO,8,1,1,1,1,0,0,3,1,1,4,0,0,0,0,0
7401,7401,SOLTERO/A,CONTADOR PUBLICO,1,SEDE LUJAN,2015,40,0,1,23,0,1,1,1,REGULAR,5.63,3,6,3,5,1,1,1,7,6,8,0,0,0,0,1
7402,7402,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,C.R. CAMPANA,2015,32,0,1,21,1,1,1,0,LIBRE,9,1,1,1,1,1,0,5,2,1,7,0,0,0,0,0
7403,7403,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,C.R. CAMPANA,2015,30,1,0,19,1,1,1,0,LIBRE/INHABILITADO,8,1,1,1,1,2,0,2,3,1,5,0,0,0,0,0
7404,7404,SOLTERO/A,CONTADOR PUBLICO,1,C.R. CAMPANA,2015,42,0,1,19,1,1,1,0,LIBRE/INHABILITADO,-,1,0,1,0,0,1,3,1,1,4,0,0,0,0,0
7405,7405,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,C.R. CAMPANA,2015,0,0,1,18,1,1,1,1,REGULAR,3.67,2,1,2,1,4,3,0,8,4,8,0,0,0,0,0
7406,7406,SOLTERO/A,CONTADOR PUBLICO,1,C.R. CAMPANA,2015,4,0,1,18,1,1,1,1,REGULAR,3.75,3,2,3,1,3,4,1,8,5,9,0,0,0,0,1
7407,7407,SOLTERO/A,CONTADOR PUBLICO,1,C.R. CAMPANA,2015,0,1,0,19,0,1,1,1,REGULAR,8.13,3,8,3,8,0,0,0,8,8,8,0,0,1,0,1
7408,7408,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,C.R. CAMPANA,2015,0,0,1,17,1,1,1,1,LIBRE,2,2,0,2,0,2,2,4,4,2,8,0,0,0,0,0
7409,7409,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,C.R. CAMPANA,2015,0,1,0,18,1,1,1,0,LIBRE/INHABILITADO,8,1,1,1,1,0,0,4,1,1,5,0,0,0,0,0
7410,7410,SOLTERO/A,CONTADOR PUBLICO,1,C.R. CAMPANA,2015,0,1,0,17,0,1,1,1,REGULAR,5,3,5,3,3,2,3,0,8,6,8,0,0,0,0,1
7411,7411,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,C.R. CAMPANA,2015,60,1,0,40,1,1,1,0,LIBRE,-,1,0,1,0,0,0,3,0,0,3,0,0,0,0,0
7412,7412,CASADO/A,CONTADOR PUBLICO,1,C.R. CAMPANA,2015,44,0,1,34,1,1,1,0,LIBRE/INHABILITADO,8,1,1,1,1,0,0,3,1,1,4,0,0,0,0,0
7413,7413,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,C.R. CAMPANA,2015,36,1,0,31,0,1,1,0,LIBRE,-,1,0,1,0,0,0,4,0,0,4,0,0,0,0,0
7414,7414,CASADO/A,LICENCIATURA EN ADMINISTRACION,1,C.R. CAMPANA,2015,60,1,0,31,0,1,1,0,LIBRE,8,1,1,1,1,1,0,4,2,1,6,0,0,0,0,0
7415,7415,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,C.R. CAMPANA,2015,8,0,1,24,1,1,1,0,LIBRE/INHABILITADO,7,1,1,1,1,2,0,2,3,1,5,0,0,0,0,0
7416,7416,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,C.R. CAMPANA,2015,12,1,0,23,0,1,1,0,LIBRE,-,1,0,1,0,0,1,6,1,1,7,0,0,0,0,0
7417,7417,SOLTERO/A,CONTADOR PUBLICO,1,C.R. CAMPANA,2015,25,0,1,24,0,1,1,0,LIBRE,-,1,0,1,0,0,1,4,1,1,5,0,0,0,0,0
7418,7418,SOLTERO/A,CONTADOR PUBLICO,1,C.R. CAMPANA,2015,45,1,0,21,1,1,1,1,REGULAR,-,2,0,2,0,1,1,2,2,1,4,0,0,0,0,0
7419,7419,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,C.R. CAMPANA,2015,32,1,0,24,1,1,1,0,LIBRE/INHABILITADO,7,1,1,1,1,1,0,3,2,1,5,0,0,0,0,0
7420,7420,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,C.R. CAMPANA,2015,40,1,0,23,1,1,1,1,REGULAR,5,3,1,3,1,2,2,2,5,3,7,0,0,0,0,1
7421,7421,SOLTERO/A,CONTADOR PUBLICO,1,C.R. CAMPANA,2015,48,1,0,22,0,1,1,0,LIBRE/INHABILITADO,-,1,0,1,0,2,1,1,3,1,4,0,0,0,0,0
7422,7422,SOLTERO/A,CONTADOR PUBLICO,1,C.R. CAMPANA,2015,40,0,1,22,0,1,1,1,REGULAR,7.33,3,3,3,2,1,4,0,7,6,7,0,0,0,0,1
7423,7423,SOLTERO/A,CONTADOR PUBLICO,1,C.R. CAMPANA,2015,45,1,0,22,1,1,1,1,REGULAR,5.83,3,5,3,4,0,1,6,5,5,11,0,0,0,0,1
7424,7424,SOLTERO/A,CONTADOR PUBLICO,1,C.R. CAMPANA,2015,0,0,1,20,1,1,1,1,REGULAR,5.5,3,1,3,1,2,3,2,6,4,8,0,0,1,0,1
7425,7425,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,C.R. CAMPANA,2015,45,1,0,20,1,1,1,1,LIBRE,2,2,0,2,0,2,3,2,5,3,7,0,0,0,0,0
7426,7426,SOLTERO/A,CONTADOR PUBLICO,1,C.R. CAMPANA,2015,0,0,1,19,1,1,1,0,LIBRE,8,1,1,1,1,5,0,2,6,1,8,0,0,0,1,0
7427,7427,SOLTERO/A,CONTADOR PUBLICO,1,C.R. CAMPANA,2015,35,0,1,18,0,1,1,1,REGULAR,8,3,4,3,4,1,1,1,6,5,7,0,1,0,0,1
7428,7428,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,C.R. CAMPANA,2015,0,0,1,18,0,1,1,1,REGULAR,6.33,3,5,3,3,1,3,1,7,6,8,0,0,0,0,1
7429,7429,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,C.R. CAMPANA,2015,11,1,0,22,0,0,1,0,LIBRE/INHABILITADO,8,1,1,1,1,1,1,4,3,2,7,0,0,0,0,0
7430,7430,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,C.R. CAMPANA,2015,50,0,1,22,0,1,1,1,REGULAR,5.8,3,5,3,2,2,3,2,7,5,9,0,0,0,0,1
7431,7431,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,C.R. CAMPANA,2015,40,0,1,20,1,1,1,0,LIBRE/INHABILITADO,7,1,1,1,1,0,0,3,1,1,4,0,0,0,0,0
7432,7432,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,C.R. CAMPANA,2015,0,0,1,19,1,1,1,1,LIBRE,-,2,0,2,0,2,1,4,3,1,7,0,0,0,0,0
7433,7433,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,C.R. CAMPANA,2015,0,0,1,19,1,1,1,1,LIBRE,7,2,1,2,1,2,0,4,3,1,7,0,0,0,0,0
7434,7434,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,C.R. CAMPANA,2015,0,1,0,18,1,1,1,0,LIBRE/INHABILITADO,5.33,1,2,1,2,3,1,3,6,3,9,0,0,0,0,0
7435,7435,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,C.R. CAMPANA,2015,60,0,1,28,1,1,1,0,LIBRE/INHABILITADO,-,1,0,1,0,1,1,3,2,1,5,0,0,0,0,0
7436,7436,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,C.R. CAMPANA,2015,40,1,0,25,1,1,1,0,LIBRE/INHABILITADO,-,1,0,1,0,2,0,1,2,0,3,0,0,0,1,0
7437,7437,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,C.R. CAMPANA,2015,50,1,0,24,1,1,1,0,LIBRE/INHABILITADO,-,1,0,1,0,0,1,4,1,1,5,0,0,0,0,0
7438,7438,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,C.R. CAMPANA,2015,8,1,0,21,1,1,1,1,REGULAR,-,3,0,3,0,4,2,0,6,2,6,0,0,0,1,1
7439,7439,SOLTERO/A,LIC. EN COMERCIO INTERNACIONAL,1,C.R. CAMPANA,2015,0,1,0,20,1,1,1,1,REGULAR,7,3,1,3,1,5,0,1,6,1,7,0,0,0,1,1
7440,7440,SOLTERO/A,LICENCIATURA EN TRABAJO SOCIAL,1,C.R. CAMPANA,2015,0,0,1,21,1,1,1,1,LIBRE,-,2,0,2,0,2,0,4,2,0,6,0,1,1,0,0
7441,7441,SOLTERO/A,LIC. EN COMERCIO INTERNACIONAL,1,C.R. CAMPANA,2015,0,1,0,20,1,1,1,0,LIBRE,4.4,1,3,1,1,4,3,0,8,4,8,0,0,0,0,0
7442,7442,SOLTERO/A,LIC. EN COMERCIO INTERNACIONAL,1,C.R. CAMPANA,2015,0,0,1,20,0,1,1,1,REGULAR,8.56,3,9,3,8,0,1,0,9,9,9,0,0,0,0,1
7443,7443,SOLTERO/A,LIC. EN COMERCIO INTERNACIONAL,1,C.R. CAMPANA,2015,0,1,0,20,0,1,1,0,LIBRE/INHABILITADO,-,1,0,1,0,1,0,4,1,0,5,0,0,0,0,0
7444,7444,SOLTERO/A,LIC. EN COMERCIO INTERNACIONAL,1,C.R. CAMPANA,2015,0,0,1,19,1,1,1,1,REGULAR,5.75,3,4,3,1,5,3,0,9,4,9,0,0,0,1,1
7445,7445,SOLTERO/A,LIC. EN COMERCIO INTERNACIONAL,1,C.R. CAMPANA,2015,46,0,1,19,0,1,1,1,REGULAR,6.67,3,3,3,2,1,1,5,4,3,9,0,0,0,0,1
7446,7446,SOLTERO/A,LIC. EN COMERCIO INTERNACIONAL,1,C.R. CAMPANA,2015,0,0,1,19,0,1,1,1,LIBRE,-,2,0,2,0,4,1,5,5,1,10,0,0,0,0,0
7447,7447,SOLTERO/A,LIC. EN COMERCIO INTERNACIONAL,1,C.R. CAMPANA,2015,8,0,1,19,1,1,1,1,LIBRE,-,2,0,2,0,1,1,6,2,1,8,0,0,0,0,0
7448,7448,SOLTERO/A,LIC. EN COMERCIO INTERNACIONAL,1,C.R. CAMPANA,2015,40,1,0,19,0,1,1,0,LIBRE/INHABILITADO,-,1,0,1,0,2,0,2,2,0,4,0,0,0,0,0
7449,7449,SOLTERO/A,LIC. EN COMERCIO INTERNACIONAL,1,C.R. CAMPANA,2015,30,0,1,19,0,1,1,0,LIBRE,6,1,3,1,2,4,2,2,8,4,10,0,0,0,0,0
7450,7450,SOLTERO/A,LIC. EN COMERCIO INTERNACIONAL,1,C.R. CAMPANA,2015,0,1,0,19,0,1,1,0,LIBRE/INHABILITADO,-,1,0,1,0,4,0,6,4,0,10,0,0,0,0,0
7451,7451,SOLTERO/A,LIC. EN COMERCIO INTERNACIONAL,1,C.R. CAMPANA,2015,6,0,1,18,1,1,1,0,LIBRE,9,1,1,1,0,5,1,3,6,1,9,0,0,0,1,0
7452,7452,SOLTERO/A,LIC. EN COMERCIO INTERNACIONAL,1,C.R. CAMPANA,2015,0,1,0,18,0,1,1,0,LIBRE/INHABILITADO,-,1,0,1,0,2,1,2,3,1,5,0,0,0,0,0
7453,7453,SOLTERO/A,LIC. EN COMERCIO INTERNACIONAL,1,C.R. CAMPANA,2015,0,1,0,18,1,1,1,1,REGULAR,4.5,3,1,3,1,4,4,2,9,5,11,0,0,1,0,1
7454,7454,SOLTERO/A,LIC. EN COMERCIO INTERNACIONAL,1,C.R. CAMPANA,2015,0,0,1,18,0,1,1,1,REGULAR,6.5,3,5,3,4,3,2,1,9,6,10,0,0,0,0,1
7455,7455,SOLTERO/A,LIC. EN COMERCIO INTERNACIONAL,1,C.R. CAMPANA,2015,0,0,1,18,1,1,1,0,LIBRE/INHABILITADO,-,1,0,1,0,0,1,4,1,1,5,0,0,0,0,0
7456,7456,SOLTERO/A,LIC. EN COMERCIO INTERNACIONAL,1,C.R. CAMPANA,2015,45,0,1,25,0,1,1,1,LIBRE,5,2,1,2,0,1,2,5,3,2,8,0,0,0,0,0
7457,7457,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,C.R. CAMPANA,2015,45,0,1,22,0,1,1,0,LIBRE,-,1,0,1,0,2,2,3,4,2,7,0,1,0,0,0
7458,7458,SOLTERO/A,LIC. EN COMERCIO INTERNACIONAL,1,C.R. CAMPANA,2015,40,0,1,21,1,1,1,0,LIBRE/INHABILITADO,-,1,0,1,0,0,1,4,1,1,5,0,0,0,0,0
7459,7459,SOLTERO/A,LIC. EN COMERCIO INTERNACIONAL,1,C.R. CAMPANA,2015,40,0,1,19,1,1,1,0,LIBRE/INHABILITADO,-,1,0,1,0,0,1,4,1,1,5,0,0,0,0,0
7460,7460,SOLTERO/A,LIC. EN COMERCIO INTERNACIONAL,1,C.R. CAMPANA,2015,25,1,0,19,1,1,1,1,REGULAR,7.29,3,7,3,6,0,1,3,7,7,10,0,0,0,0,1
7461,7461,SOLTERO/A,LIC. EN COMERCIO INTERNACIONAL,1,C.R. CAMPANA,2015,8,0,1,18,0,1,1,1,REGULAR,6.5,3,6,3,3,3,4,0,10,7,10,0,0,0,0,1
7462,7462,SOLTERO/A,LIC. EN COMERCIO INTERNACIONAL,1,C.R. CAMPANA,2015,60,1,0,24,1,1,1,0,LIBRE,-,1,0,1,0,1,1,3,2,1,5,0,0,0,0,0
7463,7463,SOLTERO/A,LIC. EN COMERCIO INTERNACIONAL,1,C.R. CAMPANA,2015,8,0,1,26,0,1,1,1,REGULAR,7,3,1,3,1,0,0,6,1,1,7,0,0,0,0,1
7464,7464,SOLTERO/A,LIC. EN COMERCIO INTERNACIONAL,1,C.R. CAMPANA,2015,45,1,0,25,0,1,1,0,LIBRE,10,1,1,1,1,0,0,4,1,1,5,0,0,0,0,0
7465,7465,SOLTERO/A,LIC. EN COMERCIO INTERNACIONAL,1,C.R. CAMPANA,2015,45,0,1,23,1,1,1,0,LIBRE/INHABILITADO,7,1,1,1,1,2,0,0,3,1,3,0,0,0,1,0
7466,7466,SOLTERO/A,LIC. EN COMERCIO INTERNACIONAL,1,C.R. CAMPANA,2015,48,1,0,23,1,1,1,0,LIBRE,-,1,0,1,0,0,0,4,0,0,4,0,0,0,0,0
7467,7467,SOLTERO/A,LIC. EN COMERCIO INTERNACIONAL,1,C.R. CAMPANA,2015,45,1,0,22,1,1,1,0,LIBRE/INHABILITADO,8,1,1,1,1,2,0,2,3,1,5,0,0,0,0,0
7468,7468,SOLTERO/A,LIC. EN COMERCIO INTERNACIONAL,1,C.R. CAMPANA,2015,0,0,1,21,0,1,1,0,LIBRE,-,1,0,1,0,0,0,3,0,0,3,0,0,0,0,0
7469,7469,SOLTERO/A,LIC. EN COMERCIO INTERNACIONAL,1,C.R. CAMPANA,2015,7,1,0,20,1,1,1,1,REGULAR,8.3,3,10,3,10,0,0,0,10,10,10,0,0,0,0,1
7470,7470,SOLTERO/A,LIC. EN COMERCIO INTERNACIONAL,1,C.R. CAMPANA,2015,45,1,0,20,1,1,1,1,REGULAR,6.9,3,9,3,6,0,4,0,10,10,10,0,0,0,0,1
7471,7471,SOLTERO/A,LIC. EN COMERCIO INTERNACIONAL,1,C.R. CAMPANA,2015,0,1,0,21,1,1,1,0,LIBRE/INHABILITADO,-,1,0,1,0,0,0,5,0,0,5,0,0,0,0,0
7472,7472,SOLTERO/A,LIC. EN COMERCIO INTERNACIONAL,1,C.R. CAMPANA,2015,30,1,0,18,1,1,1,0,LIBRE,7,1,1,1,1,2,0,2,3,1,5,0,0,0,0,0
7473,7473,SOLTERO/A,LIC. EN COMERCIO INTERNACIONAL,1,C.R. CAMPANA,2015,46,1,0,19,1,0,1,1,REGULAR,-,3,0,3,0,8,3,1,11,3,12,0,0,1,1,1
7474,7474,SOLTERO/A,LICENCIATURA EN TRABAJO SOCIAL,1,C.R. CAMPANA,2015,2,0,1,19,1,1,1,0,LIBRE/INHABILITADO,5,1,3,1,2,2,1,5,6,3,11,0,0,0,0,0
7475,7475,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,C.R. CAMPANA,2015,50,0,1,27,0,1,1,1,LIBRE,8.33,2,3,2,3,1,0,2,4,3,6,0,0,0,0,0
7476,7476,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,C.R. CAMPANA,2015,50,1,0,26,0,1,1,1,REGULAR,8.75,3,4,3,4,0,0,2,4,4,6,0,0,0,0,1
7477,7477,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,C.R. CAMPANA,2015,44,0,1,25,1,1,1,0,LIBRE/INHABILITADO,8,1,1,1,1,0,0,1,1,1,2,0,0,0,0,0
7478,7478,CASADO/A,LICENCIATURA EN TRABAJO SOCIAL,1,C.R. CAMPANA,2015,0,0,1,47,1,1,1,1,LIBRE,7,2,2,2,2,2,0,3,5,2,8,0,0,0,0,0
7479,7479,CASADO/A,LICENCIATURA EN TRABAJO SOCIAL,1,C.R. CAMPANA,2015,0,0,1,45,0,1,1,0,LIBRE,-,1,0,1,0,1,1,2,3,1,5,0,0,0,0,0
7480,7480,SOLTERO/A,LICENCIATURA EN TRABAJO SOCIAL,1,C.R. CAMPANA,2015,4,0,1,31,1,1,1,1,REGULAR,7,3,4,3,3,2,2,0,8,5,8,0,0,0,0,1
7481,7481,SOLTERO/A,LICENCIATURA EN TRABAJO SOCIAL,1,C.R. CAMPANA,2015,25,0,1,30,1,1,1,1,REGULAR,-,3,0,3,0,1,1,2,3,1,5,0,0,0,0,1
7482,7482,SOLTERO/A,LICENCIATURA EN TRABAJO SOCIAL,1,C.R. CAMPANA,2015,49,0,1,24,1,1,1,1,LIBRE,7,2,2,2,2,1,1,3,5,3,8,0,0,0,0,0
7483,7483,SEPARADO/A,LICENCIATURA EN TRABAJO SOCIAL,1,C.R. CAMPANA,2015,6,0,1,40,1,1,1,1,REGULAR,5.33,3,2,3,2,2,2,2,7,4,9,0,0,0,0,1
7484,7484,SOLTERO/A,LICENCIATURA EN TRABAJO SOCIAL,1,C.R. CAMPANA,2015,30,0,1,22,1,1,1,0,LIBRE/INHABILITADO,-,1,0,1,0,0,1,4,2,1,6,0,0,0,0,0
7485,7485,SOLTERO/A,LICENCIATURA EN TRABAJO SOCIAL,1,C.R. CAMPANA,2015,48,0,1,22,1,1,1,0,LIBRE/INHABILITADO,-,1,0,1,0,0,0,5,1,0,6,0,0,0,0,0
7486,7486,CASADO/A,LICENCIATURA EN TRABAJO SOCIAL,1,C.R. CAMPANA,2015,0,0,1,21,1,1,1,0,LIBRE/INHABILITADO,-,1,0,1,0,3,1,1,5,1,6,0,0,1,0,0
7487,7487,SOLTERO/A,LICENCIATURA EN TRABAJO SOCIAL,1,C.R. CAMPANA,2015,25,0,1,21,1,1,1,0,LIBRE/INHABILITADO,8,1,1,1,1,1,0,5,3,1,8,0,0,0,0,0
7488,7488,SOLTERO/A,LICENCIATURA EN TRABAJO SOCIAL,1,C.R. CAMPANA,2015,8,0,1,21,1,1,1,1,LIBRE,8.75,2,4,2,4,1,1,2,7,5,9,0,0,0,0,0
7489,7489,SOLTERO/A,LICENCIATURA EN TRABAJO SOCIAL,1,C.R. CAMPANA,2015,0,0,1,18,1,1,1,1,REGULAR,5.67,3,4,3,3,2,2,1,8,5,9,0,0,0,0,1
7490,7490,SOLTERO/A,LICENCIATURA EN TRABAJO SOCIAL,1,C.R. CAMPANA,2015,0,0,1,17,1,1,1,1,REGULAR,6.75,3,4,3,3,1,3,1,8,6,9,0,0,0,0,1
7491,7491,SOLTERO/A,PROFESORADO EN CIENCIAS DE LA EDUCACION,1,C.R. SAN MIGUEL,2015,6,0,1,29,1,1,1,0,LIBRE,4.5,1,1,1,1,2,2,2,5,3,7,0,1,0,0,0
7492,7492,SOLTERO/A,PROFESORADO EN GEOGRAFIA,1,C.R. SAN MIGUEL,2015,0,0,1,20,0,1,1,0,LIBRE,-,1,0,1,0,1,2,6,3,2,9,0,0,0,0,0
7493,7493,SOLTERO/A,CONTADOR PUBLICO,1,C.R. SAN MIGUEL,2015,5,0,1,35,0,1,1,1,REGULAR,-,3,0,3,0,2,1,5,3,1,8,0,0,0,0,1
7494,7494,SOLTERO/A,CONTADOR PUBLICO,1,C.R. SAN MIGUEL,2015,24,0,1,34,1,1,1,1,LIBRE,9,2,1,2,1,0,0,6,1,1,7,0,0,0,0,0
7495,7495,SOLTERO/A,CONTADOR PUBLICO,1,C.R. SAN MIGUEL,2015,48,0,1,34,1,1,1,0,LIBRE/INHABILITADO,8,1,1,1,1,0,0,4,1,1,5,0,0,0,0,0
7496,7496,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,C.R. SAN MIGUEL,2015,30,0,1,31,0,1,1,1,REGULAR,5.33,3,5,3,2,2,3,0,7,5,7,0,0,0,0,1
7497,7497,CASADO/A,CONTADOR PUBLICO,1,C.R. SAN MIGUEL,2015,16,0,1,31,0,1,1,1,LIBRE,7.75,2,4,2,3,1,2,2,6,5,8,0,0,0,0,0
7498,7498,SOLTERO/A,PROF.EN ENSE��ANZA MEDIA DE ADULTOS(CICLO PROF),1,C.R. SAN MIGUEL,2015,6,0,1,24,0,1,1,1,REGULAR,7.86,3,6,3,6,1,1,0,8,7,8,0,1,0,0,1
7499,7499,SOLTERO/A,CONTADOR PUBLICO,1,C.R. SAN MIGUEL,2015,0,0,1,22,0,1,1,0,LIBRE,7,1,1,1,1,1,0,7,2,1,9,0,0,0,0,0
7500,7500,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,C.R. SAN MIGUEL,2015,20,0,1,21,1,1,1,0,LIBRE,-,1,0,1,0,1,1,3,2,1,5,0,0,0,0,0
